login-login,name-name,first-first,last-last,prefix-prefix,domain-domain,login-name,name-login,first-last,last-first,login-prefix,prefix-login,domref-name,name-domref,domref-login,login-domref,first-freq-score,last-freq-score,prefix-freq-score,domain-freq-score,label
,1.0,1.0,1.0,0.29,0.23,,,0.1,0.1,,,0.13,0.33,,,0.4801262838945638,1.0479516371446924,1.0,0.577235974402372,1.0
,0.21,0.0,0.25,0.17,0.33,,,0.17,0.14,,,0.21,0.43,,,0.4201307776703473,1.0,3.321928094887362,0.47012258200383017,0.0
,1.0,1.0,1.0,0.0,0.5,,,0.33,0.33,,,,0.19,,,1.660964047443681,1.660964047443681,1.0,0.20383290366513956,1.0
,1.0,1.0,1.0,0.75,0.4,,,0.17,0.17,,,,0.18,,,1.660964047443681,1.660964047443681,1.0,0.21043760745071274,1.0
,0.16,0.0,0.0,0.11,1.0,,,0.22,0.0,,,,,,,1.0,1.0,1.0,0.17992896226062674,0.0
,1.0,1.0,1.0,0.5,1.0,,,0.08,0.08,,,,,,,1.660964047443681,0.8304820237218405,1.0,0.6425486044692343,1.0
,1.0,1.0,1.0,0.81,0.38,,,0.0,0.0,,,0.21,,,,0.7153382790366964,1.0479516371446924,3.321928094887362,0.2875344216233421,1.0
,1.0,1.0,1.0,1.0,1.0,,,0.0,0.0,,,,,,,0.4801262838945638,1.660964047443681,1.0,1.660964047443681,1.0
,0.21,0.33,0.0,0.12,1.0,,,0.0,0.0,,,,,,,0.5623818557528477,1.0,2.095903274289385,0.2942959550338895,0.0
,1.0,1.0,1.0,0.2,0.38,,,0.17,0.17,,,,0.17,,,0.5239758185723462,1.660964047443681,1.0,0.2875344216233421,1.0
,1.0,1.0,1.0,1.0,0.15,,,0.08,0.08,,,0.15,0.3,,,0.38431089342012037,1.660964047443681,1.0479516371446924,0.9266284080291267,1.0
,1.0,1.0,1.0,1.0,1.0,,,0.25,0.25,,,,,,,1.0479516371446924,1.660964047443681,1.660964047443681,0.17992896226062674,1.0
,1.0,1.0,1.0,0.47,0.4,,,0.0,0.0,,,0.14,,,,0.44885585875131156,1.660964047443681,1.0,0.21043760745071274,1.0
,0.21,0.17,0.14,0.18,0.0,,,0.29,0.0,,,,,,,0.6585385709929115,1.0,1.0,0.32468539543941816,0.0
,1.0,1.0,1.0,1.0,1.0,,,0.0,0.0,,,0.0,0.0,,,1.660964047443681,1.660964047443681,1.660964047443681,0.27098831019089725,1.0
,0.19,0.11,0.17,0.0,0.17,,,0.17,0.22,,,0.19,,,,3.321928094887362,1.0,1.0,0.9266284080291267,0.0
,1.0,1.0,1.0,0.08,0.08,,,0.14,0.14,,,0.23,0.08,,,1.660964047443681,1.660964047443681,1.0,1.430676558073393,1.0
,0.21,0.29,0.0,0.12,0.44,,,0.14,0.0,,,,,,,3.321928094887362,0.5916473312274692,1.0,0.24788387871712217,0.0
,1.0,1.0,1.0,0.92,0.44,,,0.17,0.17,,,,0.08,,,1.0479516371446924,0.6425486044692343,1.0,0.21626426139021224,1.0
,0.26,0.12,0.4,0.18,0.44,,,0.1,0.14,,,,0.06,,,2.095903274289385,1.0,3.321928094887362,0.2375162506033512,0.0
,1.0,1.0,1.0,1.0,1.0,,,0.0,0.0,,,,,,,0.42513707686380126,1.0,1.0,0.17992896226062674,1.0
,0.47,0.44,0.4,0.33,1.0,,,0.14,0.11,,,0.17,0.33,,,1.0,1.0,1.0,0.43625143477457795,0.0
,1.0,1.0,1.0,0.56,0.44,,,0.2,0.2,,,,0.1,,,1.660964047443681,1.660964047443681,1.0,0.2375162506033512,1.0
,0.16,0.11,0.11,0.08,1.0,,,0.11,0.0,,,,,,,1.0,1.0,1.0,0.17992896226062674,0.0
,0.14,0.11,0.11,0.0,1.0,,,0.12,0.22,,,0.09,0.07,,,1.2850972089384687,1.0,1.0,0.4152410118609203,0.0
,0.13,0.17,0.0,0.23,0.08,,,0.12,0.12,,,0.14,0.07,,,0.6769924925288455,1.0479516371446924,3.321928094887362,0.3839912433160672,0.0
,1.0,1.0,1.0,0.25,0.11,,,0.0,0.0,,,,0.09,,,0.8304820237218405,1.0479516371446924,3.321928094887362,0.3598579245212535,1.0
,0.06,0.12,0.0,0.12,0.2,,,0.0,0.0,,,0.19,0.08,,,1.0,1.0,1.0,1.0,0.0
,1.0,1.0,1.0,1.0,0.08,,,0.0,0.0,,,0.09,0.09,,,0.7153382790366964,1.660964047443681,1.660964047443681,1.430676558073393,1.0
,0.19,0.14,0.12,0.2,0.33,,,0.14,0.12,,,0.15,0.19,,,0.8502741537276025,1.0,1.0,0.6048829123101416,0.0
,1.0,1.0,1.0,0.47,0.33,,,0.0,0.0,,,0.19,0.19,,,1.0479516371446924,1.0479516371446924,3.321928094887362,0.6048829123101416,1.0
,1.0,1.0,1.0,1.0,1.0,,,0.14,0.14,,,,,,,0.38431089342012037,1.0,1.0,0.2823499630194059,1.0
,0.22,0.0,0.09,0.17,0.44,,,0.18,0.0,,,,,,,1.430676558073393,1.0,1.0,0.24788387871712217,0.0
,1.0,1.0,1.0,1.0,0.38,,,0.0,0.0,,,,0.15,,,1.660964047443681,1.0479516371446924,1.660964047443681,0.22166715624340086,1.0
,1.0,1.0,1.0,0.83,1.0,,,0.14,0.14,,,0.0,0.0,,,1.0479516371446924,1.0479516371446924,1.660964047443681,1.0479516371446924,1.0
,1.0,1.0,1.0,1.0,1.0,,,0.11,0.11,,,0.18,0.18,,,0.4801262838945638,1.0,1.0,1.0,1.0
,1.0,1.0,1.0,1.0,0.56,,,0.0,0.0,,,,,,,1.660964047443681,1.0479516371446924,1.660964047443681,0.33849624626442276,1.0
,1.0,1.0,1.0,0.57,0.44,,,0.38,0.38,,,,,,,1.660964047443681,1.660964047443681,1.0,0.2233217355547004,1.0
,0.19,0.11,0.17,0.09,1.0,,,0.17,0.11,,,,,,,1.0,1.0,1.0,0.17992896226062674,0.0
,0.05,0.0,0.08,0.11,0.11,,,0.17,0.0,,,0.0,,,,0.6241963505817848,1.660964047443681,1.0,0.3598579245212535,0.0
,0.32,0.22,0.33,0.29,1.0,,,0.0,0.11,,,,,,,1.0,1.0,1.0,0.34190418799694455,0.0
,0.08,0.0,0.0,0.0,1.0,,,0.14,0.17,,,,,,,1.0,1.0,1.0,0.34190418799694455,0.0
,0.41,0.5,0.25,0.31,1.0,,,0.12,0.12,,,,,,,1.660964047443681,1.0479516371446924,1.0,0.34190418799694455,0.0
,0.4,0.62,0.0,0.36,1.0,,,0.12,0.0,,,,,,,1.0,1.0,1.0,0.34190418799694455,0.0
,0.24,0.0,0.12,0.1,1.0,,,0.25,0.0,,,,,,,1.660964047443681,1.0,1.0,0.34190418799694455,0.0
,0.43,0.29,0.5,0.33,1.0,,,0.0,0.43,,,,,,,1.0,1.0,1.0,0.34190418799694455,0.0
,0.36,0.14,0.67,0.27,1.0,,,0.43,0.17,,,,,,,1.0,1.0,1.0,0.34190418799694455,0.0
,1.0,1.0,1.0,1.0,1.0,,,0.17,0.17,,,,,,,1.660964047443681,1.0479516371446924,1.0,0.17992896226062674,1.0
,0.21,0.43,0.12,0.15,1.0,,,0.25,0.17,,,,,,,3.321928094887362,1.660964047443681,1.0,0.17992896226062674,0.0
,0.2,0.0,0.12,0.18,1.0,,,0.17,0.0,,,,,,,0.8502741537276025,1.0,1.0,0.17992896226062674,0.0
,1.0,1.0,1.0,0.33,0.0,,,0.25,0.25,,,0.62,0.08,,,0.4152410118609203,1.660964047443681,3.321928094887362,1.0,1.0
,1.0,1.0,1.0,1.0,0.31,,,0.11,0.11,,,0.0,0.19,,,1.0479516371446924,1.0479516371446924,1.660964047443681,0.35567253155686446,1.0
,1.0,1.0,1.0,1.0,1.0,,,0.0,0.0,,,0.5,0.5,,,0.3576691395183482,1.0,0.8304820237218405,1.0,1.0
,0.25,0.14,0.0,0.29,0.56,,,0.29,0.2,,,,,,,1.0,1.0,1.0,0.2208937915522304,0.0
,1.0,1.0,1.0,1.0,1.0,,,0.0,0.0,,,,,,,1.660964047443681,0.8304820237218405,1.0,0.17992896226062674,1.0
,1.0,1.0,1.0,0.22,1.0,,,0.0,0.0,,,,,,,1.660964047443681,0.8304820237218405,1.0,0.17992896226062674,1.0
,1.0,1.0,1.0,1.0,0.33,,,0.75,0.75,,,,0.13,,,1.660964047443681,1.660964047443681,1.660964047443681,0.5623818557528477,1.0
,1.0,1.0,1.0,0.71,0.07,,,0.17,0.17,,,0.25,,,,0.8304820237218405,1.660964047443681,1.0,0.281133755571806,1.0
,0.12,0.25,0.0,0.0,0.8,,,0.14,0.09,,,,,,,0.5254612271806532,1.0,1.0,3.321928094887362,0.0
,1.0,1.0,1.0,0.6,0.5,,,0.0,0.0,,,0.09,0.18,,,0.31425499492094006,1.660964047443681,1.0,0.506809529942846,1.0
,1.0,1.0,1.0,1.0,0.2,,,0.0,0.0,,,0.33,0.67,,,0.46331420401456336,1.660964047443681,0.8304820237218405,3.321928094887362,1.0
,0.08,0.0,0.17,0.25,0.4,,,0.0,0.0,,,0.08,,,,1.430676558073393,1.0,1.0,0.21043760745071274,0.0
,0.25,0.2,0.29,0.12,0.18,,,0.14,0.4,,,0.25,0.0,,,1.1073093649624541,1.0,1.0,0.9602525677891276,0.0
,1.0,1.0,1.0,1.0,0.38,,,0.17,0.17,,,,0.18,,,1.660964047443681,1.660964047443681,1.660964047443681,0.22166715624340086,1.0
,1.0,1.0,1.0,1.0,0.4,,,0.0,0.0,,,0.18,0.0,,,0.6425486044692343,1.660964047443681,1.660964047443681,0.33172771163537373,1.0
,0.2,0.17,0.12,0.14,0.62,,,0.12,0.12,,,0.14,,,,1.0,1.0,1.0,0.8304820237218405,0.0
,1.0,1.0,1.0,1.0,1.0,,,0.22,0.22,,,0.15,0.15,,,0.5239758185723462,1.0,1.0,1.0,1.0
,1.0,1.0,1.0,0.18,0.11,,,0.29,0.29,,,,0.17,,,1.660964047443681,1.0479516371446924,1.0,0.3598579245212535,1.0
,0.36,0.17,0.0,0.25,0.4,,,0.6,0.17,,,,0.18,,,1.2850972089384687,1.660964047443681,1.0,0.27232389731632956,0.0
,0.22,0.2,0.25,0.14,0.36,,,0.33,0.0,,,0.22,0.2,,,1.0,1.0479516371446924,1.0,1.0,0.0
,1.0,1.0,1.0,0.62,0.31,,,0.12,0.12,,,0.07,,,,1.0479516371446924,1.0479516371446924,3.321928094887362,0.3598579245212535,1.0
,0.19,0.14,0.12,0.25,1.0,,,0.12,0.14,,,0.19,0.23,,,0.8502741537276025,1.0479516371446924,3.321928094887362,0.42513707686380126,0.0
,1.0,1.0,1.0,0.47,0.31,,,0.11,0.11,,,0.19,0.0,,,1.0479516371446924,1.0479516371446924,3.321928094887362,0.35567253155686446,1.0
,1.0,1.0,1.0,0.73,0.31,,,0.29,0.29,,,0.17,0.17,,,0.46331420401456336,1.0479516371446924,1.0,0.5916473312274692,1.0
,0.2,0.0,0.0,0.08,0.5,,,0.12,0.0,,,,0.09,,,0.8304820237218405,1.0,1.0,0.20383290366513956,0.0
,1.0,1.0,1.0,0.12,0.36,,,0.14,0.14,,,,0.38,,,1.660964047443681,1.660964047443681,1.1073093649624541,0.6014104886149799,1.0
,0.28,0.43,0.1,0.21,0.23,,,0.33,0.3,,,,0.06,,,3.321928094887362,1.0,1.0,0.281133755571806,0.0
,0.29,0.0,0.38,0.12,0.4,,,0.0,0.0,,,,0.11,,,0.6910095361682882,1.660964047443681,1.0,0.2750361498020089,0.0
,1.0,1.0,1.0,0.42,0.5,,,0.17,0.17,,,,0.08,,,1.660964047443681,1.660964047443681,1.0,0.32468539543941816,1.0
,0.16,0.0,0.2,0.18,0.5,,,0.1,0.11,,,,0.17,,,0.7153382790366964,1.0,1.0,0.20383290366513956,0.0
,1.0,1.0,1.0,1.0,1.0,,,0.33,0.33,,,,,,,1.0,0.5,1.0,0.17992896226062674,1.0
,1.0,1.0,1.0,0.43,0.4,,,0.14,0.14,,,0.0,,,,1.0479516371446924,1.660964047443681,1.0,0.21043760745071274,1.0
,1.0,1.0,1.0,0.21,0.39,,,0.0,0.0,,,0.2,0.93,,,0.7153382790366964,1.660964047443681,1.0,0.577235974402372,1.0
,1.0,1.0,1.0,,,,,0.2,0.2,,,,0.2,,,0.5916473312274692,0.8304820237218405,0.5947986391060673,0.7343611355735556,1.0
,1.0,1.0,1.0,0.44,0.36,,,0.2,0.2,,,0.2,0.1,,,0.5916473312274692,0.8304820237218405,3.321928094887362,1.0,1.0
,1.0,1.0,1.0,0.44,0.27,,,0.2,0.2,,,0.1,0.19,,,0.5916473312274692,0.8304820237218405,3.321928094887362,1.0,1.0
,1.0,1.0,1.0,0.67,0.5,,,0.0,0.0,,,0.15,,,,1.660964047443681,1.660964047443681,1.0,0.2591979154996086,1.0
,1.0,1.0,1.0,0.31,0.14,,,0.33,0.33,,,0.21,0.07,,,0.46331420401456336,0.7153382790366964,3.321928094887362,0.9266284080291267,1.0
,0.23,0.2,0.13,0.12,1.0,,,0.27,0.33,,,0.14,0.31,,,1.2850972089384687,1.0,1.0,0.23506129100191508,0.0
,1.0,1.0,1.0,1.0,0.7,,,0.0,0.0,,,0.1,0.2,,,0.8304820237218405,0.8304820237218405,1.660964047443681,1.660964047443681,1.0
,0.23,0.43,0.0,0.17,0.5,,,0.2,0.14,,,,0.29,,,1.0,0.8304820237218405,1.0,0.3536856715288222,0.0
,0.19,0.29,0.25,0.1,0.36,,,0.12,0.14,,,0.12,,,,1.430676558073393,1.660964047443681,1.0,0.2957762153765198,0.0
,0.31,0.33,0.29,0.14,0.8,,,0.17,0.14,,,,,,,1.660964047443681,1.0,1.0,0.6014104886149799,0.0
,1.0,1.0,1.0,1.0,1.0,,,0.25,0.25,,,0.09,0.09,,,1.660964047443681,0.5,1.0,0.8304820237218405,1.0
,0.09,0.0,0.2,0.18,1.0,,,0.0,0.0,,,,,,,1.0,1.0,1.0,0.17992896226062674,0.0
,0.23,0.38,0.17,0.14,0.42,,,0.17,0.12,,,0.15,0.15,,,1.0,1.0,1.0,0.3175390356236005,0.0
,0.21,0.33,0.0,0.12,0.44,,,0.0,0.0,,,,,,,0.5623818557528477,1.0479516371446924,2.095903274289385,0.2233217355547004,0.0
,1.0,1.0,1.0,0.5,0.38,,,0.17,0.17,,,0.15,0.23,,,1.660964047443681,1.660964047443681,1.0,0.5623818557528477,1.0
,1.0,1.0,1.0,1.0,1.0,,,0.0,0.0,,,,,,,1.660964047443681,1.660964047443681,1.0,0.17992896226062674,1.0
,1.0,1.0,1.0,1.0,1.0,,,0.33,0.33,,,,,,,1.0,1.0,1.0,0.8304820237218405,1.0
,0.14,0.0,0.14,0.08,1.0,,,0.14,0.17,,,,,,,1.0,1.0,1.0,0.34190418799694455,0.0
,1.0,1.0,1.0,1.0,1.0,,,0.0,0.0,,,0.21,0.21,,,1.660964047443681,1.0,1.0,0.23506129100191508,1.0
,1.0,1.0,1.0,0.38,0.5,,,0.17,0.17,,,,0.14,,,1.0479516371446924,1.660964047443681,1.0,0.20383290366513956,1.0
,0.53,0.67,0.4,0.09,0.14,,,0.0,0.1,,,0.21,0.24,,,1.0,1.0,3.321928094887362,0.47012258200383017,1.0
,0.22,0.25,0.2,0.12,0.08,,,0.2,0.0,,,0.11,0.11,,,1.430676558073393,1.0,1.0,0.577235974402372,0.0
,0.12,0.0,0.2,0.18,0.5,,,0.1,0.0,,,,,,,1.2850972089384687,1.660964047443681,1.0,0.225142454761621,0.0
,1.0,1.0,1.0,1.0,1.0,,,0.43,0.43,,,0.31,0.31,,,1.0,0.8304820237218405,1.0,0.46331420401456336,1.0
,1.0,1.0,1.0,0.78,0.15,,,0.2,0.2,,,0.1,0.1,,,1.0479516371446924,0.7153382790366964,1.0,1.1832946624549383,0.0
,1.0,1.0,1.0,0.47,0.38,,,0.22,0.22,,,0.11,0.11,,,0.38431089342012037,1.660964047443681,1.0,0.6910095361682882,1.0
,1.0,1.0,1.0,1.0,0.21,,,0.33,0.33,,,0.07,0.21,,,0.46331420401456336,0.7153382790366964,1.660964047443681,1.0,1.0
,1.0,1.0,1.0,0.0,0.2,,,0.0,0.0,,,0.15,0.15,,,0.31425499492094006,1.660964047443681,1.0,0.506809529942846,1.0
,1.0,1.0,1.0,0.78,0.2,,,0.12,0.12,,,0.27,0.0,,,0.42513707686380126,1.0479516371446924,1.0,0.6769924925288455,1.0
,1.0,1.0,1.0,1.0,0.44,,,0.0,0.0,,,0.0,,,,1.660964047443681,1.660964047443681,1.660964047443681,0.21626426139021224,1.0
,0.44,0.17,0.56,0.0,1.0,,,0.0,0.0,,,,,,,0.5044718317717921,1.660964047443681,1.0,0.17992896226062674,0.0
,0.18,0.33,0.2,0.27,1.0,,,0.3,0.0,,,0.24,0.12,,,0.4269084346677318,1.0,1.0,0.23506129100191508,0.0
,0.29,0.17,0.0,0.0,0.1,,,0.0,0.5,,,0.07,0.1,,,0.756304195516401,1.0479516371446924,3.321928094887362,0.4659554245485504,0.0
,0.24,0.09,0.14,0.12,0.4,,,0.18,0.14,,,,0.05,,,1.430676558073393,1.0,1.0,0.3698019003648688,0.0
,1.0,1.0,1.0,0.8,0.36,,,0.33,0.33,,,0.21,0.07,,,0.46331420401456336,0.7153382790366964,1.660964047443681,1.430676558073393,1.0
,1.0,1.0,1.0,1.0,1.0,,,0.0,0.0,,,,,,,1.660964047443681,1.0,1.0,0.17992896226062674,1.0
,0.21,0.2,0.0,0.15,1.0,,,0.2,0.12,,,0.0,0.07,,,1.0479516371446924,0.8304820237218405,1.0,0.27098831019089725,0.0
,1.0,1.0,1.0,0.86,0.17,,,0.17,0.17,,,,0.0,,,1.0479516371446924,1.0479516371446924,1.0,1.0,1.0
,0.12,0.2,0.0,0.0,0.5,,,0.0,0.2,,,,0.1,,,0.744921859773347,1.0,1.0,0.20383290366513956,0.0
,1.0,1.0,1.0,0.67,0.4,,,0.0,0.0,,,,0.3,,,0.3724609298866735,1.0479516371446924,1.0,0.21043760745071274,1.0
,1.0,1.0,1.0,0.0,0.24,,,0.0,0.0,,,0.35,0.15,,,0.7153382790366964,0.8304820237218405,3.321928094887362,0.6986344247631282,1.0
,0.22,0.2,0.14,0.24,1.0,,,0.3,0.0,,,0.09,0.11,,,1.0,1.0,1.0,0.5916473312274692,0.0
,1.0,1.0,1.0,1.0,1.0,,,0.14,0.14,,,,,,,1.0479516371446924,1.0,1.0,0.8304820237218405,1.0
,1.0,1.0,1.0,1.0,1.0,,,0.0,0.0,,,,,,,1.660964047443681,0.8304820237218405,1.0,0.17992896226062674,1.0
,0.1,0.0,0.4,0.11,0.38,,,0.0,0.0,,,0.08,0.1,,,2.095903274289385,1.0,1.0,0.7245267751622539,0.0
,0.12,0.0,0.09,0.08,1.0,,,0.14,0.18,,,0.2,0.18,,,1.0,1.0,1.0,0.23506129100191508,0.0
,1.0,1.0,1.0,0.86,0.44,,,0.14,0.14,,,,,,,1.660964047443681,1.660964047443681,1.0,0.2233217355547004,1.0
,1.0,1.0,1.0,1.0,0.44,,,0.33,0.33,,,,,,,1.0479516371446924,1.660964047443681,1.660964047443681,0.2233217355547004,1.0
,1.0,1.0,1.0,0.18,0.46,,,0.33,0.33,,,,0.08,,,0.42513707686380126,1.660964047443681,1.0,0.3598579245212535,1.0
,1.0,1.0,1.0,0.8,0.8,,,0.0,0.0,,,,,,,0.7153382790366964,1.660964047443681,1.0,0.3522554274768786,1.0
,0.14,0.12,0.0,0.08,1.0,,,0.0,0.0,,,,,,,1.1832946624549383,1.660964047443681,1.0,0.28601042466596566,0.0
,1.0,1.0,1.0,1.0,0.55,,,0.0,0.0,,,,0.21,,,0.7153382790366964,1.0479516371446924,1.660964047443681,0.3598579245212535,1.0
,0.17,0.0,0.2,0.18,0.56,,,0.14,0.2,,,,,,,3.321928094887362,1.660964047443681,1.0,0.2208937915522304,0.0
,1.0,1.0,1.0,0.33,0.5,,,0.25,0.25,,,0.2,0.07,,,1.660964047443681,1.660964047443681,1.0,0.3001898898259236,1.0
,0.18,0.2,0.0,0.0,1.0,,,0.0,0.17,,,0.15,0.29,,,0.8502741537276025,1.0,1.0,0.23506129100191508,0.0
,0.14,0.0,0.12,0.08,0.4,,,0.12,0.0,,,0.07,,,,2.095903274289385,1.0,1.0,0.4354139228653201,0.0
,1.0,1.0,1.0,1.0,0.4,,,0.2,0.2,,,,0.11,,,0.5239758185723462,1.660964047443681,1.660964047443681,0.2750361498020089,1.0
,0.19,0.18,0.22,0.15,1.0,,,0.11,0.18,,,,,,,2.095903274289385,1.0,1.0,0.28601042466596566,0.0
,1.0,1.0,1.0,1.0,1.0,,,0.0,0.0,,,,,,,1.0,1.0,1.0,0.17992896226062674,1.0
,0.14,0.14,0.14,0.0,0.4,,,0.17,0.14,,,,,,,0.7686217868402407,1.0,1.0,0.29746607958145443,0.0
,1.0,1.0,1.0,1.0,1.0,,,0.14,0.14,,,,,,,1.0,1.0,1.0,0.2942959550338895,1.0
,0.3,0.25,0.4,0.28,1.0,,,0.0,0.14,,,,,,,3.321928094887362,1.0,1.0,0.28601042466596566,0.0
,0.13,0.14,0.14,0.12,0.42,,,0.0,0.14,,,0.1,0.07,,,0.744921859773347,1.0479516371446924,1.0,0.24388859971662322,0.0
,1.0,1.0,1.0,0.44,0.38,,,0.0,0.0,,,0.11,,,,1.0479516371446924,1.0479516371446924,1.0,0.2759402828481802,1.0
,1.0,1.0,1.0,0.42,0.4,,,0.0,0.0,,,0.15,,,,0.7153382790366964,0.8304820237218405,3.321928094887362,0.32319350388307416,1.0
,1.0,1.0,1.0,0.18,0.46,,,0.33,0.33,,,0.08,,,,0.42513707686380126,1.660964047443681,1.0,0.3598579245212535,1.0
,0.29,0.0,0.0,0.08,1.0,,,0.25,0.2,,,,,,,1.0,1.0,1.0,0.17992896226062674,0.0
,0.17,0.14,0.1,0.12,0.1,,,0.12,0.2,,,0.13,0.11,,,3.321928094887362,1.0,1.0,0.506809529942846,0.0
,1.0,1.0,1.0,0.12,0.36,,,0.22,0.22,,,0.31,0.19,,,1.660964047443681,1.660964047443681,1.0,0.506809529942846,1.0
,0.2,0.14,0.2,0.22,1.0,,,0.0,0.0,,,,,,,3.321928094887362,1.0,1.0,0.28601042466596566,0.0
,0.21,0.2,0.12,0.15,1.0,,,0.0,0.12,,,,,,,3.321928094887362,1.0,3.321928094887362,0.5536546824812271,0.0
,0.14,0.17,0.0,0.1,1.0,,,0.14,0.0,,,,,,,1.0,1.0,1.0,0.17992896226062674,0.0
,0.19,0.0,0.0,0.0,1.0,,,0.11,0.17,,,0.12,0.11,,,3.321928094887362,1.0,1.0,0.4152410118609203,0.0
,0.25,0.2,0.17,0.17,0.4,,,0.17,0.33,,,,,,,2.095903274289385,1.660964047443681,1.0,0.29746607958145443,0.0
,0.27,0.0,0.33,0.3,1.0,,,0.22,0.29,,,0.07,0.17,,,1.0,1.0,1.0,0.4801262838945638,0.0
,0.12,0.0,0.22,0.0,1.0,,,0.14,0.11,,,0.08,0.12,,,3.321928094887362,1.0,1.0,0.4152410118609203,0.0
,0.26,0.22,0.22,0.28,0.58,,,0.22,0.11,,,0.16,,,,0.5623818557528477,1.0,1.0,0.25804501622513215,0.0
,1.0,1.0,1.0,1.0,1.0,,,0.0,0.0,,,0.11,0.11,,,1.660964047443681,1.0,1.0,0.4152410118609203,1.0
,0.18,0.0,0.0,0.0,1.0,,,0.0,0.17,,,0.12,0.0,,,0.5117072191244584,1.0479516371446924,3.321928094887362,0.4801262838945638,0.0
,1.0,1.0,1.0,0.14,0.41,,,0.0,0.0,,,0.25,0.61,,,0.3576691395183482,0.46331420401456336,1.1073093649624541,0.506809529942846,1.0
,0.29,0.33,0.0,0.0,1.0,,,0.33,0.14,,,,,,,1.0,1.0,1.0,0.17992896226062674,0.0
,1.0,1.0,1.0,1.0,0.31,,,0.0,0.0,,,0.07,0.07,,,1.0479516371446924,1.660964047443681,1.660964047443681,0.9266284080291267,1.0
,0.21,0.17,0.14,0.0,1.0,,,0.29,0.43,,,,,,,0.5419766203817945,1.0,1.0,0.30070524430748996,0.0
,0.27,0.43,0.0,0.0,1.0,,,0.14,0.29,,,0.2,0.14,,,1.660964047443681,1.0,1.0,0.253404764971423,0.0
,0.14,0.14,0.14,0.0,0.4,,,0.14,0.17,,,,,,,0.7686217868402407,1.0,1.0,0.29746607958145443,0.0
,1.0,1.0,1.0,1.0,1.0,,,0.17,0.17,,,0.0,0.0,,,1.660964047443681,1.0,1.0,0.27098831019089725,1.0
,1.0,1.0,1.0,1.0,1.0,,,0.1,0.1,,,0.11,0.11,,,1.0,1.0,1.0,0.3493172123815641,1.0
,1.0,1.0,1.0,0.07,0.08,,,0.23,0.23,,,0.26,0.05,,,0.7153382790366964,1.660964047443681,1.1073093649624541,0.47012258200383017,1.0
,1.0,1.0,1.0,1.0,1.0,,,0.12,0.12,,,0.53,0.53,,,1.660964047443681,1.0,1.0,1.0,1.0
,0.08,0.14,0.0,0.09,0.15,,,0.14,0.17,,,0.25,0.08,,,0.7686217868402407,1.0,1.0,0.577235974402372,0.0
,1.0,1.0,1.0,1.0,1.0,,,0.29,0.29,,,,,,,0.5,1.0,1.0,0.17992896226062674,1.0
,0.16,0.17,0.0,0.18,0.4,,,0.0,0.0,,,,0.16,,,3.321928094887362,1.660964047443681,1.0,0.21043760745071274,0.0
,0.09,0.0,0.0,0.07,0.44,,,0.0,0.17,,,,,,,1.0,0.5,1.0,0.2233217355547004,0.0
,0.17,0.0,0.17,0.25,1.0,,,0.17,0.4,,,,,,,0.8725028695491559,1.0,1.0,0.17992896226062674,0.0
,1.0,1.0,1.0,1.0,0.21,,,0.12,0.12,,,0.15,,,,0.8304820237218405,0.8304820237218405,1.660964047443681,0.2180999182845727,1.0
,0.23,0.0,0.0,0.14,1.0,,,0.2,0.14,,,,,,,0.6160483210529383,1.0,1.0,0.17992896226062674,0.0
,0.29,0.29,0.17,0.19,0.56,,,0.17,0.14,,,,,,,3.321928094887362,1.0,1.0,0.2208937915522304,0.0
,1.0,1.0,1.0,1.0,0.4,,,0.0,0.0,,,,0.08,,,1.660964047443681,1.660964047443681,1.660964047443681,0.21043760745071274,1.0
,0.14,0.14,0.0,0.0,1.0,,,0.17,0.0,,,0.06,0.22,,,1.0,1.0,1.0,0.43625143477457795,0.0
,0.22,0.25,0.11,0.0,0.5,,,0.0,0.25,,,,0.14,,,1.430676558073393,1.0,1.0,0.38211687797170313,0.0
,1.0,1.0,1.0,1.0,1.0,,,0.3,0.3,,,0.1,0.1,,,1.0479516371446924,1.0,1.0,1.0,1.0
,0.29,0.0,0.38,0.25,1.0,,,0.0,0.0,,,0.11,0.21,,,0.6910095361682882,0.46331420401456336,1.0,0.253404764971423,0.0
,1.0,1.0,1.0,0.09,0.11,,,0.18,0.18,,,0.12,,,,0.7153382790366964,1.660964047443681,1.0,0.3598579245212535,1.0
,1.0,1.0,1.0,1.0,1.0,,,0.12,0.12,,,,,,,1.0,1.0,1.0,0.17992896226062674,1.0
,0.19,0.29,0.2,0.18,1.0,,,0.3,0.38,,,0.13,0.19,,,0.6160483210529383,1.0,1.0,0.23506129100191508,0.0
,1.0,1.0,1.0,1.0,1.0,,,0.33,0.33,,,0.08,0.08,,,1.0,1.660964047443681,1.0,0.253404764971423,1.0
,0.24,0.3,0.3,0.25,1.0,,,0.2,0.2,,,0.1,0.08,,,1.0,1.0,1.0,0.253404764971423,0.0
,0.15,0.2,0.0,0.0,0.56,,,0.0,0.0,,,0.11,,,,1.660964047443681,1.660964047443681,1.0,0.2510673844474881,0.0
,0.12,0.14,0.0,0.14,0.44,,,0.38,0.0,,,,,,,1.0479516371446924,1.0,1.0,0.24788387871712217,0.0
,0.31,0.29,0.12,0.11,0.44,,,0.29,0.25,,,,,,,0.6048829123101416,1.660964047443681,1.0,0.24788387871712217,0.0
